DISTRICT,DISTRICT_NAME,SCHOOL,SCHOOL_NAME_SHORT,MAILING_ADDRESS1,MAILING_ADDRESS2,MAILING_CITY,MAILING_STATE,ZIP,MAILING_ZIP,PRINCIPAL_LAST,PRINCIPAL_FIRST,PRINCIPAL_MI,PRINCIPAL_TITLE,GRADE_CODE,TYPE,CHARTER_SCHL_STAT,SCHL_FUNC_SETTING,PRIMARY_SERV_TYPE,NEG_DEL_IND,MAGNET_STATUS,MAGNET_SPECIALTY,MAGNET_PURPOSE
16,DUVAL       ,2681,ATLANTIC COAST HIGH SCHOOL                   ,9735 R G SKINNER PKWY                   ,                                        ,JACKSONVILLE        ,FL,32256,32256-3979,SPAULDING                     ,ZEINA               , ,MRS.                                              ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,381,BALDWIN MIDDLE-SENIOR HIGH SCHOOL            ,291 MILL ST W                           ,                                        ,BALDWIN             ,FL,32234,32234-1307,HALL                          ,DENISE              , ,DR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet Program                                    ,Career Academy                                    ,Is not designated to eliminate racial isolation   
16,DUVAL       ,1611,BARTRAM SPRINGS ELEMENTARY                   ,14799 BARTRAM SPRINGS PKWY              ,                                        ,JACKSONVILLE        ,FL,32258,32258-6101,WRIGHT                        ,KIMBERLEY           , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,841,BAYVIEW ELEMENTARY SCHOOL                    ,3257 LAKE SHORE BLVD                    ,                                        ,JACKSONVILLE        ,FL,32210,32210-5345,ST.AMAND                      ,CLAIRE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2301,BEAUCLERC ELEMENTARY SCHOOL                  ,4555 CRAVEN RD W                        ,                                        ,JACKSONVILLE        ,FL,32257,32257-5003,WALKER                        ,AARON               , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,781,BILTMORE ELEMENTARY SCHOOL                   ,2101 W PALM AVE                         ,                                        ,JACKSONVILLE        ,FL,32254,32254-1734,SESSION-JONES                 ,SABRINA             , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2691,BISCAYNE ELEMENTARY SCHOOL                   ,12230 BISCAYNE BLVD                     ,                                        ,JACKSONVILLE        ,FL,32218,32218-8616,MCBRIDE                       ,SANAA               , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5421,BISCAYNE HIGH SCHOOL                         ,1680 DUNN AVE                           ,                                        ,JACKSONVILLE        ,FL,32218,32218-4782,WILLIAMS                      ,ERICA               , ,MS.                                               ,'9-12                          ,Senior High                             ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,151,BRENTWOOD ELEMENTARY SCHOOL                  ,3750 SPRINGFIELD BLVD                   ,                                        ,JACKSONVILLE        ,FL,32206,32206-1817,HARDAWAY                      ,FELICIA             , ,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is designated to eliminate racial isolation       
16,DUVAL       ,5611,BRIDGEPREP ACADEMY                           ,6400 ATLANTIC BLVD                      ,                                        ,JACKSONVILLE        ,FL,32211,32211-8768,FERIA                         ,KENNETH             , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2061,BROOKVIEW ELEMENTARY SCHOOL                  ,10450 THERESA DR                        ,                                        ,JACKSONVILLE        ,FL,32246,32246-8746,KENDRICK                      ,TRACEY              , ,OTHER                                             ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1661,CARTER G. WOODSON ELEM. SCHOOL               ,2334 BUTLER AVE                         ,                                        ,JACKSONVILLE        ,FL,32209,32209-2402,EMBRY                         ,SYLVIA              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,971,CEDAR HILLS ELEMENTARY SCHOOL                ,6534 ISH BRANT RD                       ,                                        ,JACKSONVILLE        ,FL,32210,32210-7051,MCKINNEY                      ,MARVA               ,M,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,181,CENTRAL RIVERSIDE ELEM. SCHOOL               ,2555 GILMORE ST                         ,                                        ,JACKSONVILLE        ,FL,32204,32204-3413,STEWART                       ,DINAH               , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Academically Talented                             ,Is designated to eliminate racial isolation       
16,DUVAL       ,1421,CHAFFEE TRAIL ELEMENTARY                     ,11400 SAM CARUSO WAY                    ,                                        ,JACKSONVILLE        ,FL,32221,32221-1830,DOYLE                         ,CASIE               ,L,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2641,CHET'S CREEK ELEMENTARY SCHOOL               ,13200 CHETS CREEK BLVD                  ,                                        ,JACKSONVILLE        ,FL,32224,32224-5234,PHILLIPS                      ,SUSAN               ,T,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2321,CHIMNEY LAKES ELEMENTARY SCHL                ,9353 STAPLES MILL DR                    ,                                        ,JACKSONVILLE        ,FL,32244,32244-6318,GILLEY                        ,BILL                , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Other                                             ,Is designated to eliminate racial isolation       
16,DUVAL       ,5801,CORNERSTONE CLASSICAL ACADEMY                ,2360 ST JOHNS BLUFF RD S                ,                                        ,JACKSONVILLE        ,FL,32246,32246,WILLIAMS                      ,MELANIE             , ,DR.                                               ,'K-6                           ,Elementary                              ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2451,CROWN POINT ELEMENTARY SCHOOL                ,3800 CROWN POINT RD                     ,                                        ,JACKSONVILLE        ,FL,32257,32257-6066,HARTLEY                       ,BRETT               , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2261,CRYSTAL SPRINGS ELEM. SCHOOL                 ,1200 HAMMOND BLVD                       ,                                        ,JACKSONVILLE        ,FL,32221,32221-1439,SIMPSON                       ,TODD                , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Technology                                        ,Is designated to eliminate racial isolation       
16,DUVAL       ,1451,DARNELL COOKMAN MIDDLE/HIGH SCHOOL           ,1701 N DAVIS ST                         ,                                        ,JACKSONVILLE        ,FL,32209,32209-6518,LYLES                         ,TYRUS               , ,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Medical                                           ,Is designated to eliminate racial isolation       
16,DUVAL       ,451,DINSMORE ELEMENTARY SCHOOL                   ,7126 CIVIC CLUB DR                      ,                                        ,JACKSONVILLE        ,FL,32219,32219-2004,REESE                         ,WANDA               , ,MRS.                                              ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Science/Math                                      ,Is designated to eliminate racial isolation       
16,DUVAL       ,2171,DON BREWER ELEMENTARY SCHOOL                 ,3385 HARTSFIELD RD                      ,                                        ,JACKSONVILLE        ,FL,32277,32277-0917,NOVAK                         ,AMY                 , ,MS.                                               ,'3-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1073,DOUGLAS ANDERSON SCHOOL OF THE ARTS          ,2445 SAN DIEGO RD                       ,                                        ,JACKSONVILLE        ,FL,32207,32207-3630,HAMMER                        ,MELANIE             ,L,MS.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is designated to eliminate racial isolation       
16,DUVAL       ,2231,DUNCAN U. FLETCHER HIGH SCHOOL               ,700 SEAGATE AVE                         ,                                        ,NEPTUNE BEACH       ,FL,32266,32266-3505,LEDFORD                       ,DEAN                , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,631,DUNCAN U. FLETCHER MIDDLE SCHOOL             ,2000 3RD ST N                           ,                                        ,JACKSONVILLE BEACH  ,FL,32250,32250-7430,MATTHEWS                      ,CHELSEA             , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,411,DUVAL ACADEMY                                ,7500 RICKER RD                          ,                                        ,JACKSONVILLE        ,FL,32244,32244,ROBINSON                      ,EDWARD              ,H,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1321,DUVAL CHARTER AT BAYMEADOWS                  ,7510 BAYMEADOWS WAY                     ,                                        ,JACKSONVILLE        ,FL,32256,32256-6818,STIDHAM                       ,KIMBERLY            , ,MS.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1311,DUVAL CHARTER HIGH SCHOOL AT BAYMEADOWS      ,7510 BAYMEADOWS WAY                     ,                                        ,JACKSONVILLE        ,FL,32256,32256-6818,STIDHAM                       ,KIMBERLY            , ,MS.                                               ,'9-12                          ,Senior High                             ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1231,DUVAL CHARTER SCHOLARS ACADEMY               ,100 SCHOLARS WAY                        ,                                        ,JACKSONVILLE        ,FL,32216,32216,CROSS                         ,ADAM                , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5621,DUVAL CHARTER SCHOOL AT COASTAL              ,12800 BEACH BLVD                        ,                                        ,JACKSONVILLE        ,FL,32246,32246-4152,HILLIKER                      ,MIKE                , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5591,DUVAL CHARTER SCHOOL AT FLAGLER CENTER       ,12755 FLAGLER CENTER BLVD               ,                                        ,JACKSONVILLE        ,FL,32258,32258-2610,HAMLIN                        ,CHRISTINA           , ,MS.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5511,DUVAL CHARTER SCHOOL AT MANDARIN             ,5209 SHAD RD                            ,                                        ,JACKSONVILLE        ,FL,32257,32257-2005,HULSHULT                      ,JERRY               , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5551,DUVAL CHARTER SCHOOL AT SOUTHSIDE            ,8680 AC SKINNER PKWY                    ,                                        ,JACKSONVILLE        ,FL,32256,32256,SAUER                         ,AMANDA              , ,MS.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5411,DUVAL CHARTER SCHOOL AT WESTSIDE             ,9238 103RD ST                           ,                                        ,JACKSONVILLE        ,FL,32210,32210-8610,PROFFITT                      ,DEREK               , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,9001,DUVAL DISTRICT OFFICE                        ,1701 PRUDENTIAL DR                      ,                                        ,JACKSONVILLE        ,FL,32207,32207-8152,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Not Applicable                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,531,DUVAL MYCROSCHOOL                            ,1584 NORMANDY VILLAGE PKWY              ,STE 25                                  ,JACKSONVILLE        ,FL,32221,32221,MALDONALDO                    ,RACHEL              , ,MS.                                               ,'9-12                          ,Senior High                             ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,491,DUVAL REGIONAL JUVENILE DETENTION CENTER     ,1214 E 8TH ST                           ,                                        ,JACKSONVILLE        ,FL,32206,32206,ROBINSON                      ,EDWARD              ,H,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,7004,DUVAL VIRTUAL ACADEMY FRANCHISE              ,7000 POWERS AVE                         ,                                        ,JACKSONVILLE        ,FL,32217,32217-3398,ERTEL                         ,MARK                ,E,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,7006,DUVAL VIRTUAL INSTRUCTION (COURSE OFFERINGS) ,7000 POWERS AVE                         ,                                        ,JACKSONVILLE        ,FL,32217,32217-3398,ERTEL                         ,MARK                ,E,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,7023,DUVAL VIRTUAL INSTRUCTION ACADEMY            ,7000 POWERS AVE                         ,                                        ,JACKSONVILLE        ,FL,32217,32217-3398,ERTEL                         ,MARK                ,E,MR.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,7001,DUVAL VIRTUAL INSTRUCTION PROGRAM            ,7000 POWERS AVE                         ,                                        ,JACKSONVILLE        ,FL,32217,32217-3398,ERTEL                         ,MARK                ,E,MR.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2481,EDWARD H. WHITE HIGH SCHOOL                  ,1700 OLD MIDDLEBURG RD N                ,                                        ,JACKSONVILLE        ,FL,32210,32210-1232,BATTEST                       ,TRACI               , ,MRS.                                              ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet Program                                    ,Other                                             ,Is designated to eliminate racial isolation       
16,DUVAL       ,871,ENGLEWOOD ELEMENTARY SCHOOL                  ,4359 SPRING PARK RD                     ,                                        ,JACKSONVILLE        ,FL,32207,32207-6957,REIS                          ,LOUSA               , ,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,901,ENGLEWOOD HIGH SCHOOL                        ,4412 BARNES RD                          ,                                        ,JACKSONVILLE        ,FL,32207,32207-7469,CHIRINO                       ,MARLENY             , ,MRS.                                              ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2551,ENTERPRISE LEARNING ACADEMY                  ,8085 OLD MIDDLEBURG RD S                ,                                        ,JACKSONVILLE        ,FL,32222,32222-1819,COLLINS II                    ,JEFFREY             , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,261,ESE PRE KINDERGARTEN DISABILITIES CENTER     ,4030 BOULEVARD CENTER DR                ,                                        ,JACKSONVILLE        ,FL,32207,32207-2804,LAWSON                        ,CARRIE              , ,MS.                                               ,'PREK                          ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM       ,4037 BOULEVARD CENTER DR                ,                                        ,JACKSONVILLE        ,FL,32207,32207-2804,THOMAS                        ,CASSANDRA           , ,MS.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2651,FIRST COAST HIGH SCHOOL                      ,590 DUVAL STATION RD                    ,                                        ,JACKSONVILLE        ,FL,32218,32218-1869,FLUENT                        ,JUSTIN              , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,201,FISHWEIR ELEMENTARY SCHOOL                   ,3977 HERSCHEL ST                        ,                                        ,JACKSONVILLE        ,FL,32205,32205-9267,DENNIS                        ,KIMBERLY            ,M,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is designated to eliminate racial isolation       
16,DUVAL       ,5371,FLORIDA CYBER CHARTER ACADEMY                ,9143 PHILLIPS HWY                       ,STE. 590                                ,JACKSONVILLE        ,FL,32256,32256-1381,ANTHONY                       ,SANDRA              , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2351,FORT CAROLINE ELEMENTARY SCHL                ,3925 ATHORE DR                          ,                                        ,JACKSONVILLE        ,FL,32277,32277-2032,STOVALL                       ,VIOLET              , ,MRS.                                              ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2381,FORT CAROLINE MIDDLE SCHOOL                  ,3787 UNIVERSITY CLUB BLVD               ,                                        ,JACKSONVILLE        ,FL,32277,32277-1973,WELLINGTON                    ,CHELVERT            , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is designated to eliminate racial isolation       
16,DUVAL       ,2801,FRANK H. PETERSON ACADEMIES                  ,7450 WILSON BLVD                        ,                                        ,JACKSONVILLE        ,FL,32210,32210-3523,MASTROMATTO                   ,JESSICA             , ,MS.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Career Academy                                    ,Is designated to eliminate racial isolation       
16,DUVAL       ,591,GARDEN CITY ELEMENTARY SCHOOL                ,2814 DUNN AVE                           ,                                        ,JACKSONVILLE        ,FL,32218,32218-4661,GROVER                        ,MYCHELLE            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,391,GATEWAY COMMUNITY SERVICES                   ,940 BRIDIER ST                          ,                                        ,JACKSONVILLE        ,FL,32206,32206,ROBINSON                      ,EDWARD              ,H,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1581,GEORGE WASHINGTON CARVER ELEM.               ,2854 W 45TH ST                          ,                                        ,JACKSONVILLE        ,FL,32209,32209-2825,JAMES                         ,CHARLENE            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,1221,GLOBAL OUTREACH CHARTER ACADEMY              ,8985 LONE STAR RD                       ,                                        ,JACKSONVILLE        ,FL,32211,32211,SOROKA                        ,DAVID               , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,5731,GLOBAL OUTREACH CHARTER ACADEMY HIGH SCHOOL  ,1252 FROMAGE WAY                        ,                                        ,JACKSONVILLE        ,FL,32225,32225,WHITTINGHAM                   ,JOETTE              , ,MS.                                               ,'9-12                          ,Senior High                             ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,141,GRAND PARK CAREER CENTER                     ,2335 W 18TH ST                          ,                                        ,JACKSONVILLE        ,FL,32209,32209-4599,BLUE                          ,TYRONE              , ,DR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,271,GRASP ACADEMY                                ,3101 JUSTINA RD                         ,                                        ,JACKSONVILLE        ,FL,32277,32277-3336,POWELL                        ,ANNESSIA            , ,MS.                                               ,'1-8                           ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2221,GREENFIELD ELEMENTARY SCHOOL                 ,6343 KNIGHTS LN N                       ,                                        ,JACKSONVILLE        ,FL,32216,32216-5699,ANDERSON                      ,TANGIA              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
16,DUVAL       ,2491,GREENLAND PINES ELEM. SCHOOL                 ,5050 GREENLAND RD                       ,                                        ,JACKSONVILLE        ,FL,32258,32258-1522,HINKLEY                       ,MICHELE             , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
