"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US32903","ZCTA5 32903","6015","245","3.2","1.3","1.4","0.9","4.6","1.6","9.3","2.4","8.4","2.2","19.9","3.5","13.4","2.8","14.4","2.8","11.5","2.2","13.9","3.4","80181","7637","114806","10760","34.7","(X)","(X)","(X)","(X)","(X)","3747","225","3.1","2.4","0.7","0.9","0.9","0.8","3.8","1.9","8.5","2.5","16.6","3.6","14.4","4.1","15.9","3.9","16.9","3.4","19.1","4.9","109077","16503","141762","15662","(X)","(X)","35.9","(X)","(X)","(X)","3081","223","1.3","0.9","0.3","0.4","0.4","0.6","2.3","1.6","8.1","2.6","15.5","3.7","12.8","4.5","18.9","4.4","18.7","3.7","21.7","5.6","122951","13266","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2268","247","6.3","2.8","2.4","1.6","11.2","4.2","15.6","4.9","7.9","3.9","26.3","6.8","11.9","4.4","11.1","4.9","3.7","2.6","3.6","2.3","57261","6173","67186","6887","(X)","(X)","(X)","(X)","30.6","(X)"
"8600000US32904","ZCTA5 32904","11938","502","2.9","1.1","2.8","1.4","8.2","2.1","9.5","2.8","11.6","2.4","20.5","3.7","15.5","2.5","20.4","3.0","5.6","1.5","3.0","1.0","66086","4526","77971","3868","37.6","(X)","(X)","(X)","(X)","(X)","7343","434","3.5","1.9","1.4","1.2","6.0","3.3","6.4","3.3","7.9","2.2","19.4","3.9","17.8","3.2","26.5","4.3","7.7","2.2","3.5","1.3","80522","5545","89173","4758","(X)","(X)","32.2","(X)","(X)","(X)","5711","532","0.5","0.4","0.8","1.0","4.3","3.0","5.3","3.6","6.9","2.4","16.1","3.7","20.8","3.8","32.3","4.9","8.7","2.5","4.4","1.8","91065","8752","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4595","511","4.8","2.0","5.1","3.1","14.5","4.1","15.5","4.2","16.2","4.5","20.0","6.4","11.5","3.3","8.5","2.9","1.7","1.1","2.2","1.6","43837","6106","55180","4980","(X)","(X)","(X)","(X)","43.7","(X)"
"8600000US32905","ZCTA5 32905","9432","368","7.0","2.1","7.7","2.2","16.2","3.1","12.1","2.9","14.7","2.7","23.0","4.0","9.3","2.4","6.5","1.8","2.8","1.3","0.8","0.5","40583","4945","50779","2979","49.6","(X)","(X)","(X)","(X)","(X)","4854","417","3.0","1.5","6.3","2.8","10.7","3.2","8.2","3.4","16.6","4.7","26.8","5.6","11.5","4.6","10.5","3.0","4.9","2.6","1.5","1.0","53766","3643","63386","5035","(X)","(X)","52.8","(X)","(X)","(X)","3156","410","3.5","2.3","3.3","2.3","7.0","3.8","4.7","2.8","12.3","4.3","32.4","7.0","14.8","6.0","13.7","4.0","6.6","3.7","1.8","1.4","59772","9045","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4578","431","12.0","3.7","11.4","3.6","21.0","5.2","14.4","3.7","15.6","3.3","16.8","4.5","6.1","2.7","2.1","1.4","0.5","0.7","0.0","0.9","28477","3872","35800","3424","(X)","(X)","(X)","(X)","44.6","(X)"
"8600000US32907","ZCTA5 32907","14834","455","3.1","1.0","3.6","1.1","7.6","1.6","12.1","2.7","17.6","2.6","25.7","2.7","14.6","2.4","10.5","1.7","3.2","1.2","2.0","0.8","54951","2087","65731","3506","38.9","(X)","(X)","(X)","(X)","(X)","10997","444","1.8","1.0","2.0","1.2","7.0","2.1","10.7","2.4","15.7","2.5","28.9","3.4","16.1","3.0","11.7","2.0","3.9","1.6","2.1","0.9","59815","4757","69575","3617","(X)","(X)","38.4","(X)","(X)","(X)","7905","510","0.9","0.7","0.4","0.4","4.7","1.6","7.2","2.1","14.0","2.8","30.0","3.8","19.9","4.1","15.1","2.6","5.2","2.1","2.6","1.2","67050","4060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3837","423","7.9","3.0","10.1","3.3","14.8","4.1","17.7","5.3","18.8","5.0","13.9","4.3","7.3","3.0","6.8","2.9","1.0","0.9","1.8","1.2","34742","3373","49601","7194","(X)","(X)","(X)","(X)","37.2","(X)"
"8600000US32908","ZCTA5 32908","3955","315","7.2","5.0","4.5","3.5","3.5","2.2","12.1","5.2","14.7","7.5","19.7","6.1","19.1","7.8","16.7","6.4","1.5","1.6","1.0","1.4","57816","13072","63725","7417","50.0","(X)","(X)","(X)","(X)","(X)","3302","333","6.6","5.8","4.7","4.0","2.7","3.3","14.5","6.7","15.7","8.6","18.0","6.9","17.2","8.4","17.5","7.6","1.8","1.9","1.2","1.6","52981","15657","63495","8501","(X)","(X)","53.9","(X)","(X)","(X)","2236","341","3.0","3.2","3.8","4.8","1.0","1.6","7.3","5.3","15.9","10.1","18.4","7.0","22.6","10.9","24.3","9.7","2.7","2.9","1.1","2.0","75481","17071","N","N","(X)","(X)","(X)","(X)","(X)","(X)","653","202","10.3","9.4","3.1","4.9","17.8","11.0","6.7","7.9","2.8","4.3","27.0","14.1","23.7","15.4","8.7","8.3","0.0","6.3","0.0","6.3","57019","16539","56506","10776","(X)","(X)","(X)","(X)","30.2","(X)"
"8600000US32909","ZCTA5 32909","10617","364","5.2","1.9","3.3","1.4","12.6","3.1","9.0","2.4","17.5","2.9","21.9","3.0","12.3","2.4","11.3","2.2","3.5","1.3","3.3","1.6","51226","1652","67836","5168","43.2","(X)","(X)","(X)","(X)","(X)","7402","422","2.9","1.9","1.0","0.9","12.6","3.8","6.3","2.3","17.1","3.7","24.4","4.0","13.0","2.9","13.9","2.8","4.3","1.7","4.5","2.2","56897","7126","74957","5844","(X)","(X)","41.6","(X)","(X)","(X)","5482","419","1.5","1.4","1.1","1.1","7.5","3.1","4.6","2.2","14.8","3.8","27.2","4.4","15.0","3.6","17.5","3.7","5.5","2.2","5.3","2.6","65949","4569","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3215","348","12.2","4.9","8.5","4.4","18.6","7.3","16.7","6.2","16.9","4.9","11.9","4.8","9.2","4.0","3.8","2.4","1.7","1.9","0.5","0.8","31546","2411","46078","9376","(X)","(X)","(X)","(X)","44.8","(X)"
"8600000US32920","ZCTA5 32920","5372","306","5.5","2.4","5.3","2.1","12.1","2.5","9.5","2.7","14.1","3.1","16.6","3.3","14.1","3.0","12.5","2.8","3.9","1.6","6.4","2.4","55156","5825","79864","10372","36.6","(X)","(X)","(X)","(X)","(X)","2674","201","3.7","3.4","1.1","1.0","7.7","2.8","8.7","4.0","11.8","4.5","18.2","4.1","20.5","6.2","11.5","4.0","6.7","2.8","10.1","4.5","72461","8887","95243","13802","(X)","(X)","33.7","(X)","(X)","(X)","1974","219","1.2","1.4","0.9","1.0","4.3","3.7","6.7","3.6","12.6","5.2","16.7","4.9","21.9","6.2","14.5","5.2","8.3","3.6","12.8","5.9","86352","7912","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2698","344","7.3","3.7","9.4","4.2","16.8","4.7","10.4","3.5","16.3","4.1","15.8","5.0","10.2","3.8","9.9","3.9","1.8","1.5","2.1","1.7","40438","6071","62626","15920","(X)","(X)","(X)","(X)","36.8","(X)"
"8600000US32922","ZCTA5 32922","6293","412","11.6","3.9","7.9","2.3","22.5","4.2","11.0","3.0","22.2","4.5","12.0","2.8","4.4","1.7","4.9","1.8","2.0","1.2","1.4","0.7","31850","4505","48003","5626","46.2","(X)","(X)","(X)","(X)","(X)","3370","354","7.5","3.0","4.3","3.0","17.5","4.4","10.4","4.3","28.2","6.4","14.6","4.3","4.7","2.3","8.4","3.3","3.1","2.0","1.3","0.8","41491","4548","56375","6233","(X)","(X)","47.3","(X)","(X)","(X)","1826","315","1.9","1.8","0.4","0.9","12.9","5.8","8.5","6.8","30.8","9.9","17.4","7.6","6.7","3.8","13.3","5.6","5.6","3.7","2.5","1.5","47114","5906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2923","465","16.9","6.6","12.9","4.1","30.4","7.4","12.3","4.2","15.7","4.9","6.5","2.7","2.2","1.3","1.2","1.2","0.3","0.4","1.5","1.3","20290","2224","35379","9206","(X)","(X)","(X)","(X)","43.1","(X)"
"8600000US32925","ZCTA5 32925","460","33","5.9","5.5","2.0","2.6","3.9","3.5","12.4","7.8","19.8","8.8","18.3","6.5","15.2","6.1","15.7","6.8","3.0","2.9","3.9","3.4","56591","12222","71365","9306","28.9","(X)","(X)","(X)","(X)","(X)","368","48","3.5","3.0","2.4","3.3","3.3","3.4","14.1","9.6","23.1","10.6","13.6","6.3","16.0","7.0","17.9","8.2","1.1","1.8","4.9","4.3","52167","18229","72840","10521","(X)","(X)","24.2","(X)","(X)","(X)","330","48","1.5","2.1","0.0","12.1","3.6","3.9","15.8","10.5","23.0","11.5","13.6","6.4","15.8","7.2","20.0","8.9","1.2","2.0","5.5","4.8","63125","27333","N","N","(X)","(X)","(X)","(X)","(X)","(X)","92","37","15.2","22.4","0.0","35.0","6.5","10.4","8.7","10.7","3.3","4.8","37.0","18.0","12.0","11.5","6.5","9.2","10.9","11.0","0.0","35.0","59500","8658","64843","21213","(X)","(X)","(X)","(X)","45.7","(X)"
"8600000US32926","ZCTA5 32926","8279","516","6.7","2.7","6.8","2.5","6.6","1.7","14.6","3.0","12.9","2.8","19.3","3.8","12.3","2.8","13.1","2.9","4.6","2.0","3.1","1.5","51896","3310","68926","5778","40.8","(X)","(X)","(X)","(X)","(X)","5548","464","5.5","2.8","5.3","3.1","4.7","1.7","11.3","3.5","10.8","2.9","19.8","4.2","15.0","3.7","17.4","3.9","6.0","2.7","4.2","2.1","62067","7613","79050","7323","(X)","(X)","36.8","(X)","(X)","(X)","4298","471","3.1","2.3","5.4","3.8","3.1","2.0","8.6","3.1","10.0","3.2","19.6","4.1","18.0","4.4","18.9","4.6","7.7","3.5","5.4","2.7","75118","9674","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2731","374","11.4","5.6","9.9","4.1","11.6","4.5","19.4","6.6","16.7","5.3","18.4","7.5","6.2","3.5","3.6","2.5","1.8","2.8","0.9","1.1","33154","5600","46041","8456","(X)","(X)","(X)","(X)","47.9","(X)"
"8600000US32927","ZCTA5 32927","10032","465","3.4","1.4","2.3","1.1","9.3","2.7","9.0","2.1","16.1","3.1","20.0","4.6","13.0","2.5","20.4","4.2","4.3","1.2","2.0","1.2","61633","6067","74479","5851","38.4","(X)","(X)","(X)","(X)","(X)","6749","418","2.4","1.4","1.1","0.6","6.9","2.3","7.6","2.2","14.9","3.6","19.8","3.5","17.2","3.6","21.6","4.4","5.9","1.7","2.7","1.7","70776","7390","82808","6933","(X)","(X)","32.5","(X)","(X)","(X)","5359","410","0.7","0.6","0.3","0.3","4.9","2.5","5.5","2.1","16.2","4.6","19.9","3.6","17.6","3.8","24.6","5.3","7.4","2.2","2.9","2.0","78735","7887","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3283","596","7.6","3.7","5.4","2.8","16.2","7.3","13.2","4.6","16.5","5.4","21.4","10.6","6.9","3.4","11.1","4.9","1.2","1.1","0.5","0.9","42974","7275","52028","5916","(X)","(X)","(X)","(X)","47.2","(X)"
"8600000US32931","ZCTA5 32931","7216","327","4.5","1.5","3.6","1.4","9.7","2.3","11.8","2.8","9.9","2.2","18.6","2.9","10.8","2.2","15.7","2.4","6.0","1.5","9.5","1.8","59874","5444","92946","7093","33.3","(X)","(X)","(X)","(X)","(X)","3740","224","0.3","0.5","1.8","1.6","3.7","2.1","9.3","2.8","6.3","2.3","16.4","3.6","13.2","3.2","23.6","4.2","9.7","2.7","15.6","3.3","97833","9937","125395","9960","(X)","(X)","31.2","(X)","(X)","(X)","3296","246","0.4","0.6","1.4","1.6","3.7","2.3","6.4","2.2","6.3","2.4","15.6","3.4","13.2","3.3","24.8","4.6","10.4","2.9","17.7","3.8","105778","8706","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3476","338","8.9","3.0","5.6","2.2","16.1","4.1","14.8","4.7","13.7","3.8","21.0","4.0","7.9","2.7","7.1","2.1","2.1","1.1","2.8","1.3","39194","5626","57599","7201","(X)","(X)","(X)","(X)","35.6","(X)"
"8600000US32934","ZCTA5 32934","7269","265","3.3","1.4","3.1","1.6","8.8","2.1","8.5","2.2","10.7","2.3","16.9","3.4","9.4","2.4","17.1","2.8","8.4","2.2","13.8","2.6","71891","6009","108825","10869","37.5","(X)","(X)","(X)","(X)","(X)","4942","274","1.6","1.4","0.7","0.7","4.1","1.9","6.9","2.9","9.4","2.9","15.2","4.2","11.0","3.4","21.5","3.7","10.3","2.8","19.1","3.8","101526","7437","128850","13570","(X)","(X)","37.7","(X)","(X)","(X)","4044","257","2.0","1.7","0.7","0.8","2.3","1.4","3.2","2.1","7.5","2.7","14.0","4.1","12.1","3.9","24.5","4.3","11.7","3.1","22.1","4.6","112500","8523","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2327","225","6.9","3.2","8.1","4.5","18.8","5.7","13.1","4.0","15.0","4.7","19.1","5.6","6.1","3.1","6.9","3.2","3.6","2.7","2.5","2.2","37184","4995","63779","16759","(X)","(X)","(X)","(X)","36.1","(X)"
"8600000US32935","ZCTA5 32935","16764","507","5.2","1.3","6.7","1.4","11.8","1.8","10.3","1.7","16.3","2.2","19.0","1.9","12.3","1.8","13.3","1.7","2.7","0.8","2.4","0.6","49611","3353","64017","2837","42.5","(X)","(X)","(X)","(X)","(X)","9195","442","3.5","1.5","3.0","1.0","8.3","2.3","8.8","1.9","14.3","2.5","22.1","3.3","14.6","2.7","17.7","2.3","3.9","1.2","3.8","1.0","61370","2178","76798","4080","(X)","(X)","43.5","(X)","(X)","(X)","6214","410","0.6","0.5","1.9","1.1","5.6","2.5","8.6","2.6","12.2","2.5","20.3","3.2","16.6","3.6","23.8","3.1","5.5","1.9","4.9","1.4","76511","6744","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7569","523","8.2","2.3","11.7","3.0","16.8","3.0","12.0","2.9","21.0","3.6","15.1","3.1","8.4","2.3","5.1","2.3","1.2","0.8","0.6","0.4","35750","2254","44808","3541","(X)","(X)","(X)","(X)","40.4","(X)"
"8600000US32937","ZCTA5 32937","11088","396","3.7","1.2","3.5","1.2","5.8","1.4","7.9","1.8","13.6","2.2","16.2","2.2","14.5","2.5","16.3","2.2","8.1","1.6","10.4","1.7","73702","6417","101407","6877","34.7","(X)","(X)","(X)","(X)","(X)","7338","324","2.5","1.2","2.3","1.5","3.6","1.6","4.0","1.7","12.5","2.7","14.5","3.0","16.1","3.1","20.4","2.9","9.8","1.9","14.3","2.6","92177","7577","119737","8676","(X)","(X)","35.4","(X)","(X)","(X)","6052","323","1.8","1.2","2.0","1.5","1.9","1.2","1.7","0.8","11.0","3.0","13.8","3.1","17.6","3.4","22.9","3.5","11.5","2.4","15.8","3.0","100321","6732","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3750","393","6.3","2.6","5.9","2.4","10.4","3.2","15.0","4.4","15.8","4.4","19.9","4.8","12.2","4.1","6.7","2.6","5.3","2.8","2.4","1.5","46387","5369","63968","7951","(X)","(X)","(X)","(X)","33.2","(X)"
"8600000US32940","ZCTA5 32940","17013","646","2.9","1.2","3.5","1.4","7.6","1.9","6.1","1.5","14.2","2.6","17.4","2.8","12.3","2.6","16.3","2.6","11.5","2.2","8.2","1.8","71812","8021","97902","6011","34.8","(X)","(X)","(X)","(X)","(X)","11613","615","0.7","0.7","1.7","1.0","4.9","1.7","4.0","1.6","10.3","2.6","18.9","3.4","14.3","3.3","20.8","3.5","13.9","2.9","10.4","2.3","89569","8186","114250","7093","(X)","(X)","33.7","(X)","(X)","(X)","9684","657","0.3","0.3","1.4","0.9","5.2","2.0","2.8","1.2","8.6","2.8","17.1","3.5","13.7","3.4","22.1","4.1","16.4","3.4","12.5","2.7","101558","8263","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5400","641","7.9","3.5","6.9","3.5","13.5","5.4","10.5","3.4","22.7","6.2","15.1","5.1","9.1","3.5","6.4","2.6","4.8","2.8","3.0","1.8","44896","3840","60338","6944","(X)","(X)","(X)","(X)","37.1","(X)"
"8600000US32948","ZCTA5 32948","1849","296","2.4","3.2","1.7","1.9","20.9","9.4","19.4","10.7","12.9","6.7","25.4","10.6","6.3","4.3","8.0","6.6","2.2","2.3","0.9","1.4","39852","10708","52545","9059","33.4","(X)","(X)","(X)","(X)","(X)","1442","264","2.9","3.8","0.4","0.9","16.9","9.7","15.5","10.8","14.5","7.4","27.7","11.6","8.0","5.4","10.3","8.4","2.8","2.9","1.1","1.7","44915","15329","58503","10529","(X)","(X)","34.8","(X)","(X)","(X)","1000","273","2.3","4.5","0.6","1.3","4.1","4.1","14.7","11.8","17.8","10.0","34.0","15.2","11.6","7.5","9.3","10.8","4.0","4.3","1.6","2.6","51581","6432","N","N","(X)","(X)","(X)","(X)","(X)","(X)","407","216","5.2","9.3","6.4","8.5","35.4","21.4","28.7","27.5","10.3","11.1","14.0","15.8","0.0","9.9","0.0","9.9","0.0","9.9","0.0","9.9","25267","1748","29176","6814","(X)","(X)","(X)","(X)","22.6","(X)"
"8600000US32949","ZCTA5 32949","844","129","2.8","2.9","4.7","7.5","3.9","2.8","9.4","4.0","14.8","8.4","15.9","5.3","10.8","4.1","15.2","6.2","13.7","7.1","8.8","5.7","71094","18894","94310","13675","32.0","(X)","(X)","(X)","(X)","(X)","627","98","0.8","1.3","0.0","6.5","1.6","1.9","8.1","4.5","18.2","10.6","14.2","6.1","12.3","5.3","19.0","7.6","14.0","8.5","11.8","7.4","89028","19985","107256","15280","(X)","(X)","31.6","(X)","(X)","(X)","565","103","0.9","1.4","0.0","7.2","1.8","2.1","8.1","4.8","14.3","11.4","14.9","6.6","12.0","5.7","20.2","8.3","14.7","8.9","13.1","8.3","94803","17900","N","N","(X)","(X)","(X)","(X)","(X)","(X)","217","97","8.8","10.3","18.4","25.3","10.6","10.1","12.9","10.9","11.5","11.2","20.7","15.7","6.5","6.7","0.0","17.7","10.6","12.4","0.0","17.7","34375","22205","50290","21939","(X)","(X)","(X)","(X)","33.2","(X)"
"8600000US32950","ZCTA5 32950","1766","151","5.3","3.7","2.5","2.0","7.7","5.2","5.2","2.7","14.2","6.5","19.6","6.0","12.2","4.0","26.8","6.9","3.1","2.0","3.4","1.8","68425","8539","81444","8301","37.3","(X)","(X)","(X)","(X)","(X)","1164","113","5.9","5.0","0.0","3.6","1.2","1.1","3.9","3.1","11.5","5.1","21.8","8.6","14.0","5.1","32.7","7.7","3.8","2.8","5.2","2.6","82656","16348","95758","9565","(X)","(X)","38.4","(X)","(X)","(X)","1071","115","6.4","5.4","0.0","3.9","0.8","1.0","3.7","3.3","11.0","4.9","19.0","7.7","14.1","5.3","35.1","8.2","4.1","3.1","5.6","2.8","89196","18801","N","N","(X)","(X)","(X)","(X)","(X)","(X)","602","143","4.2","4.3","7.3","6.0","21.1","13.5","7.6","5.7","18.4","14.6","16.3","8.5","9.0","6.8","16.1","14.4","0.0","6.8","0.0","6.8","42900","15696","51693","14009","(X)","(X)","(X)","(X)","32.2","(X)"
"8600000US32951","ZCTA5 32951","5369","293","3.0","1.2","2.0","1.0","6.1","2.4","9.6","2.9","10.5","2.8","19.6","3.5","13.1","3.4","15.8","3.2","9.4","3.0","10.9","2.8","74143","5969","99861","9232","33.4","(X)","(X)","(X)","(X)","(X)","3726","278","2.0","1.4","0.8","0.7","3.4","2.4","6.1","2.4","8.1","2.6","20.9","3.8","14.9","4.0","19.2","4.3","10.7","3.4","13.8","3.6","86532","6308","115408","13256","(X)","(X)","31.2","(X)","(X)","(X)","3339","279","2.2","1.5","0.5","0.6","3.1","2.6","5.0","2.4","7.6","2.8","20.2","4.2","14.6","4.0","19.4","4.5","11.9","3.9","15.2","4.0","88880","12818","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1643","230","5.1","2.5","4.7","3.1","12.5","5.2","17.6","6.6","15.9","5.7","18.6","5.9","8.8","4.2","7.0","4.0","7.1","5.1","2.6","2.2","42083","6126","61615","8115","(X)","(X)","(X)","(X)","37.6","(X)"
"8600000US32952","ZCTA5 32952","8266","361","4.3","1.6","3.7","1.3","4.8","1.5","7.1","2.1","10.2","2.2","19.5","3.0","17.0","3.5","16.0","2.6","6.9","1.8","10.5","2.4","75256","2575","100329","8672","36.0","(X)","(X)","(X)","(X)","(X)","5283","273","1.2","0.8","1.6","1.0","2.2","1.1","3.8","1.6","9.0","3.0","20.8","3.6","17.3","3.7","19.2","3.1","9.6","2.9","15.3","3.7","93429","5162","124313","12545","(X)","(X)","34.2","(X)","(X)","(X)","4414","309","1.0","0.9","1.2","0.9","1.3","1.0","3.5","1.5","8.0","3.1","18.9","3.4","18.5","4.2","19.7","3.6","10.2","3.0","17.6","4.4","97800","4609","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2983","311","9.9","4.1","7.4","3.1","9.7","3.9","13.8","5.5","13.7","4.0","16.6","4.9","14.4","5.1","10.7","4.7","1.8","1.3","2.1","1.5","44362","7630","56510","5419","(X)","(X)","(X)","(X)","38.6","(X)"
"8600000US32953","ZCTA5 32953","9657","381","5.2","1.6","4.5","1.5","9.5","2.0","9.0","1.7","12.5","2.3","16.5","2.2","11.1","1.8","17.4","2.3","7.9","1.7","6.4","1.5","62310","3150","82491","4384","36.3","(X)","(X)","(X)","(X)","(X)","6260","336","2.7","1.5","3.1","1.7","7.1","2.1","5.6","1.6","10.6","2.4","16.8","3.0","12.4","2.9","20.6","2.9","11.8","2.5","9.1","2.2","81617","4810","99502","6348","(X)","(X)","35.1","(X)","(X)","(X)","4809","316","0.9","0.7","1.5","0.9","4.7","2.1","3.9","1.4","10.3","2.6","17.3","3.2","12.3","3.0","22.7","3.4","14.6","3.2","11.6","2.9","94920","13354","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3397","322","10.6","3.7","8.0","3.3","14.2","3.6","14.5","3.8","17.8","4.3","15.6","3.4","8.5","3.1","8.9","3.2","0.7","0.9","1.1","1.2","38729","5355","48165","4419","(X)","(X)","(X)","(X)","38.3","(X)"
"8600000US32955","ZCTA5 32955","15317","570","3.6","1.1","2.1","0.8","7.5","1.7","8.0","1.7","10.9","2.1","19.2","2.5","18.5","2.4","18.2","2.1","7.0","1.6","4.9","1.4","73167","3678","86088","4954","36.9","(X)","(X)","(X)","(X)","(X)","10603","472","2.1","0.9","1.1","0.9","5.3","1.7","5.3","1.5","8.7","2.0","18.5","2.9","21.6","3.2","22.6","2.8","8.9","2.1","6.0","1.9","85536","3266","97327","5903","(X)","(X)","37.0","(X)","(X)","(X)","8850","548","1.2","0.7","0.6","0.5","3.6","1.5","4.2","1.5","7.1","1.8","18.4","3.2","22.9","3.7","25.3","3.3","9.9","2.5","6.8","2.2","90048","3870","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4714","498","7.1","2.9","4.5","2.2","12.6","3.6","14.7","3.9","17.9","4.7","19.9","4.3","10.9","3.6","8.4","2.5","1.6","1.5","2.4","1.9","44918","4190","58532","6439","(X)","(X)","(X)","(X)","35.6","(X)"
"8600000US32958","ZCTA5 32958","11493","527","3.6","1.3","4.1","1.4","11.0","2.4","12.6","2.8","14.6","2.8","22.4","2.9","12.1","2.5","12.8","2.3","4.8","1.4","2.1","0.8","53607","3347","67483","4076","37.7","(X)","(X)","(X)","(X)","(X)","7521","386","2.6","1.4","2.1","1.2","5.6","1.8","10.8","2.8","12.9","3.0","23.4","3.7","16.1","3.3","17.3","2.9","6.7","2.1","2.4","1.1","64081","5862","77339","4821","(X)","(X)","36.1","(X)","(X)","(X)","6602","433","1.7","1.2","1.9","1.1","3.9","1.5","10.4","3.0","13.5","3.2","23.6","3.8","16.5","3.4","18.6","3.2","7.2","2.4","2.8","1.3","66994","7312","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3972","437","6.6","2.7","7.8","3.3","21.1","5.0","16.7","5.0","16.9","4.6","19.5","4.0","4.9","2.4","4.6","2.4","0.5","0.6","1.4","1.1","33246","3880","47725","8121","(X)","(X)","(X)","(X)","40.7","(X)"
"8600000US32960","ZCTA5 32960","8657","438","8.8","2.4","5.0","1.6","16.0","2.6","12.4","2.5","16.3","3.1","15.3","2.8","10.5","2.2","9.9","2.3","2.5","1.1","3.2","1.3","40529","3035","63090","8134","33.4","(X)","(X)","(X)","(X)","(X)","3968","332","3.0","2.4","1.8","1.2","10.1","3.8","9.5","2.6","18.4","4.2","17.3","4.0","16.6","3.6","16.1","4.6","2.9","1.6","4.3","1.9","60515","6399","76750","6611","(X)","(X)","30.9","(X)","(X)","(X)","2902","332","2.5","3.1","1.4","1.4","6.0","2.8","9.1","3.3","15.2","4.9","16.3","4.4","20.0","4.5","20.1","5.7","3.6","2.0","5.9","2.6","74643","7092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4689","368","13.8","4.1","8.1","2.7","22.8","4.1","15.1","3.9","13.9","4.0","12.9","3.2","5.7","2.1","3.3","1.9","2.4","1.4","2.1","1.7","27067","3799","49968","14104","(X)","(X)","(X)","(X)","35.1","(X)"
